"","CustomerID","Frequency","Recency","Monetary","rankR","rankF","rankM","groupRFM","Country","Customer_Segment"
"756",13327,109,71,300.25,5,2,2,522,"United Kingdom","Potential Loyalist"
"757",13328,17,349,31.92,2,1,1,211,"United Kingdom","Lost Lowest"
"758",13329,19,64,41.81,5,1,1,511,"United Kingdom","New Customers"
"759",13330,53,125,107.08,4,1,1,411,"United Kingdom","Promising"
"760",13332,21,47,63.74,5,1,1,511,"United Kingdom","New Customers"
"761",13334,268,115,784.2,5,5,5,555,"United Kingdom","Loyal Customers"
"762",13336,51,110,127.62,5,1,1,511,"United Kingdom","New Customers"
"763",13338,24,187,165.33,4,1,1,411,"United Kingdom","Promising"
"764",13339,54,233,282.72,3,1,2,312,"United Kingdom","About To Sleep"
"765",13340,134,78,369.87,5,3,3,533,"United Kingdom","Potential Loyalist"
"766",13341,42,293,175.65,2,1,2,212,"United Kingdom","Lost Lowest"
"767",13343,22,205,141.33,3,1,1,311,"United Kingdom","About To Sleep"
"768",13344,119,100,596.01,5,3,4,534,"United Kingdom","Loyal Customers"
"769",13345,22,309,124.8,2,1,1,211,"United Kingdom","Lost Lowest"
"770",13347,8,103,60.16,5,1,1,511,"United Kingdom","New Customers"
"771",13348,14,97,30.88,5,1,1,511,"United Kingdom","New Customers"
"772",13349,16,43,64.42,5,1,1,511,"United Kingdom","New Customers"
"773",13350,43,49,401.03,5,1,3,513,"United Kingdom","Potential Loyalist"
"774",13351,16,99,103.97,5,1,1,511,"United Kingdom","New Customers"
"775",13352,27,40,95.26,5,1,1,511,"United Kingdom","New Customers"
"776",13354,51,104,94.28,5,1,1,511,"United Kingdom","New Customers"
"777",13355,32,155,87.23,4,1,1,411,"United Kingdom","Promising"
"778",13356,42,113,181.28,5,1,2,512,"United Kingdom","Potential Loyalist"
"779",13357,90,290,262.57,2,2,2,222,"United Kingdom","Lost Lowest"
"780",13358,29,301,145.19,2,1,1,211,"United Kingdom","Lost Lowest"
"781",13359,24,92,137.55,5,1,1,511,"United Kingdom","New Customers"
"782",13362,169,36,586.13,5,3,4,534,"United Kingdom","Loyal Customers"
"783",13363,60,50,230.24,5,2,2,522,"United Kingdom","Potential Loyalist"
"784",13364,20,99,51.96,5,1,1,511,"United Kingdom","New Customers"
"785",13365,132,41,413.51,5,3,3,533,"United Kingdom","Potential Loyalist"
"786",13366,1,83,0.39,5,1,1,511,"United Kingdom","New Customers"
"787",13368,29,289,142.61,2,1,1,211,"United Kingdom","Lost Lowest"
"788",13369,19,387,105.94,1,1,1,111,"United Kingdom","Lost Lowest"
"789",13370,44,399,166.19,1,1,1,111,"United Kingdom","Lost Lowest"
"790",13372,23,122,138.47,4,1,1,411,"United Kingdom","Promising"
"791",13373,158,93,516.67,5,3,4,534,"United Kingdom","Loyal Customers"
"792",13375,38,114,121.84,5,1,1,511,"United Kingdom","New Customers"
"793",13376,53,132,285.13,4,1,2,412,"United Kingdom","Potential Loyalist"
"794",13379,97,59,169.78,5,2,2,522,"United Kingdom","Potential Loyalist"
"795",13381,173,54,530.92,5,4,4,544,"United Kingdom","Loyal Customers"
"796",13382,15,313,41.28,2,1,1,211,"United Kingdom","Lost Lowest"
"797",13384,155,63,496.98,5,3,3,533,"United Kingdom","Potential Loyalist"
"798",13385,35,362,158.66,2,1,1,211,"United Kingdom","Lost Lowest"
"799",13388,36,154,209.58,4,1,2,412,"United Kingdom","Potential Loyalist"
"800",13389,51,44,196.09,5,1,2,512,"United Kingdom","Potential Loyalist"
"801",13390,13,107,39.79,5,1,1,511,"United Kingdom","New Customers"
"802",13391,1,236,14.95,3,1,1,311,"United Kingdom","About To Sleep"
"803",13394,164,34,269.1,5,3,2,532,"United Kingdom","Potential Loyalist"
"804",13395,21,218,57.2,3,1,1,311,"United Kingdom","About To Sleep"
"805",13396,47,54,188.98,5,1,2,512,"United Kingdom","Potential Loyalist"
"806",13397,39,105,156.95,5,1,1,511,"United Kingdom","New Customers"
"807",13398,26,225,89.17,3,1,1,311,"United Kingdom","About To Sleep"
"808",13402,39,160,77.21,4,1,1,411,"United Kingdom","Promising"
"809",13403,3,50,8.75,5,1,1,511,"United Kingdom","New Customers"
"810",13404,11,34,31.91,5,1,1,511,"United Kingdom","New Customers"
"811",13405,27,107,146.551,5,1,1,511,"United Kingdom","New Customers"
"812",13408,501,34,1614.5,5,5,5,555,"United Kingdom","Loyal Customers"
"813",13410,30,41,74.44,5,1,1,511,"United Kingdom","New Customers"
"814",13411,18,140,58.75,4,1,1,411,"United Kingdom","Promising"
"815",13414,24,166,44.17,4,1,1,411,"United Kingdom","Promising"
"816",13416,19,76,103.65,5,1,1,511,"United Kingdom","New Customers"
"817",13417,28,37,177.98,5,1,2,512,"United Kingdom","Potential Loyalist"
"818",13418,314,44,925.94,5,5,5,555,"United Kingdom","Loyal Customers"
"819",13419,16,96,16.19,5,1,1,511,"United Kingdom","New Customers"
"820",13420,10,167,31.89,4,1,1,411,"United Kingdom","Promising"
"821",13421,105,73,219.3,5,2,2,522,"United Kingdom","Potential Loyalist"
"822",13422,128,84,389.84,5,3,3,533,"United Kingdom","Potential Loyalist"
"823",13425,78,141,205.46,4,2,2,422,"United Kingdom","Potential Loyalist"
"824",13426,159,33,307.85,5,3,2,532,"United Kingdom","Potential Loyalist"
"825",13427,29,52,47.85,5,1,1,511,"United Kingdom","New Customers"
"826",13428,74,43,145.96,5,2,1,521,"United Kingdom","Potential Loyalist"
"827",13429,67,43,81.79,5,2,1,521,"United Kingdom","Potential Loyalist"
"828",13430,54,51,94.13,5,1,1,511,"United Kingdom","New Customers"
"829",13431,46,100,147.97,5,1,1,511,"United Kingdom","New Customers"
"830",13434,10,107,16.52,5,1,1,511,"United Kingdom","New Customers"
"831",13435,103,38,304.36,5,2,2,522,"United Kingdom","Potential Loyalist"
"832",13436,12,34,69.96,5,1,1,511,"United Kingdom","New Customers"
"833",13437,167,47,816.46,5,3,5,535,"United Kingdom","Loyal Customers"
"834",13439,54,288,93.17,2,1,1,211,"United Kingdom","Lost Lowest"
"835",13441,13,124,25.04,4,1,1,411,"United Kingdom","Promising"
"836",13447,62,56,195.23,5,2,2,522,"United Kingdom","Potential Loyalist"
"837",13448,199,49,635.48,5,4,4,544,"United Kingdom","Loyal Customers"
"838",13449,19,56,36.57,5,1,1,511,"United Kingdom","New Customers"
"839",13450,71,59,109.35,5,2,1,521,"United Kingdom","Potential Loyalist"
"840",13451,444,59,941.06,5,5,5,555,"United Kingdom","Loyal Customers"
"841",13452,2,292,590,2,1,4,214,"United Kingdom","NULL"
"842",13453,17,198,77.29,4,1,1,411,"United Kingdom","Promising"
"843",13455,53,57,253.81,5,1,2,512,"United Kingdom","Potential Loyalist"
"844",13456,65,50,228.95,5,2,2,522,"United Kingdom","Potential Loyalist"
"845",13458,394,40,967.51,5,5,5,555,"United Kingdom","Loyal Customers"
"846",13460,17,62,18.02,5,1,1,511,"United Kingdom","New Customers"
"847",13461,27,71,42.35,5,1,1,511,"United Kingdom","New Customers"
"848",13462,10,216,38.75,3,1,1,311,"United Kingdom","About To Sleep"
"849",13464,41,91,131.43,5,1,1,511,"United Kingdom","New Customers"
"850",13466,18,133,58.26,4,1,1,411,"United Kingdom","Promising"
"851",13467,99,43,270.45,5,2,2,522,"United Kingdom","Potential Loyalist"
"852",13468,306,34,1266.62,5,5,5,555,"United Kingdom","Loyal Customers"
"853",13470,10,132,16.5,4,1,1,411,"United Kingdom","Promising"
"854",13471,260,34,651.96,5,5,4,554,"United Kingdom","Loyal Customers"
"855",13473,22,93,79.14,5,1,1,511,"United Kingdom","New Customers"
"856",13474,64,269,148.65,3,2,1,321,"United Kingdom","About To Sleep"
"857",13475,86,224,248.42,3,2,2,322,"United Kingdom","About To Sleep"
"858",13476,61,211,655.84,3,2,4,324,"United Kingdom","NULL"
"859",13477,81,70,210.44,5,2,2,522,"United Kingdom","Potential Loyalist"
"860",13479,16,231,79.65,3,1,1,311,"United Kingdom","About To Sleep"
"861",13481,112,78,258.88,5,2,2,522,"United Kingdom","Potential Loyalist"
"862",13482,11,265,26.83,3,1,1,311,"United Kingdom","About To Sleep"
"863",13483,10,98,10.56,5,1,1,511,"United Kingdom","New Customers"
"864",13484,8,274,60,3,1,1,311,"United Kingdom","About To Sleep"
"865",13485,23,266,55.78,3,1,1,311,"United Kingdom","About To Sleep"
"866",13486,69,111,200.79,5,2,2,522,"United Kingdom","Potential Loyalist"
"867",13487,34,90,151.34,5,1,1,511,"United Kingdom","New Customers"
"868",13488,427,50,1505.79,5,5,5,555,"United Kingdom","Loyal Customers"
"869",13489,14,138,19.84,4,1,1,411,"United Kingdom","Promising"
"870",13491,86,84,290,5,2,2,522,"United Kingdom","Potential Loyalist"
"871",13492,50,169,225.08,4,1,2,412,"Switzerland","Potential Loyalist"
"872",13493,8,308,103.17,2,1,1,211,"Switzerland","Lost Lowest"
"873",13494,18,344,65.97,2,1,1,211,"United Kingdom","Lost Lowest"
"874",13495,52,40,137.26,5,1,1,511,"United Kingdom","New Customers"
"875",13496,36,43,111.74,5,1,1,511,"United Kingdom","New Customers"
"876",13497,20,315,63.25,2,1,1,211,"United Kingdom","Lost Lowest"
"877",13499,45,50,95.83,5,1,1,511,"United Kingdom","New Customers"
"878",13500,67,56,238.26,5,2,2,522,"United Kingdom","Potential Loyalist"
"879",13501,53,275,204.02,3,1,2,312,"Switzerland","About To Sleep"
"880",13502,18,49,32.36,5,1,1,511,"United Kingdom","New Customers"
"881",13503,17,104,37.08,5,1,1,511,"United Kingdom","New Customers"
"882",13504,22,97,81.44,5,1,1,511,"United Kingdom","New Customers"
"883",13505,227,100,770.46,5,4,5,545,"Switzerland","Loyal Customers"
"884",13506,29,345,80.09,2,1,1,211,"United Kingdom","Lost Lowest"
"885",13507,162,36,543.38,5,3,4,534,"United Kingdom","Loyal Customers"
"886",13508,12,276,62.31,3,1,1,311,"United Kingdom","About To Sleep"
"887",13509,44,41,60.03,5,1,1,511,"United Kingdom","New Customers"
"888",13510,117,34,277.58,5,3,2,532,"United Kingdom","Potential Loyalist"
"889",13512,15,293,62.03,2,1,1,211,"United Kingdom","Lost Lowest"
"890",13513,10,159,36.85,4,1,1,411,"United Kingdom","Promising"
"891",13514,4,106,16.7,5,1,1,511,"United Kingdom","New Customers"
"892",13515,59,105,127.76,5,2,1,521,"United Kingdom","Potential Loyalist"
"893",13516,44,54,129.7,5,1,1,511,"United Kingdom","New Customers"
"894",13517,143,92,417.65,5,3,3,533,"United Kingdom","Potential Loyalist"
"895",13518,38,118,104.57,4,1,1,411,"United Kingdom","Promising"
"896",13519,9,83,62.7,5,1,1,511,"United Kingdom","New Customers"
"897",13520,95,91,467.25,5,2,3,523,"Switzerland","Potential Loyalist"
"898",13521,436,34,790.98,5,5,5,555,"United Kingdom","Loyal Customers"
"899",13522,5,63,16.35,5,1,1,511,"United Kingdom","New Customers"
"900",13523,177,66,1268.23,5,4,5,545,"United Kingdom","Loyal Customers"
"901",13524,27,73,93.56,5,1,1,511,"United Kingdom","New Customers"
"902",13525,6,47,23.41,5,1,1,511,"United Kingdom","New Customers"
"903",13527,224,66,638.66,5,4,4,544,"United Kingdom","Loyal Customers"
"904",13529,15,111,83.98,5,1,1,511,"United Kingdom","New Customers"
"905",13531,22,238,99.87,3,1,1,311,"United Kingdom","About To Sleep"
"906",13532,66,66,146.73,5,2,1,521,"United Kingdom","Potential Loyalist"
"907",13533,76,215,146.93,3,2,1,321,"United Kingdom","About To Sleep"
"908",13534,342,35,971.14,5,5,5,555,"United Kingdom","Loyal Customers"
"909",13536,179,34,576.07,5,4,4,544,"United Kingdom","Loyal Customers"
"910",13538,25,76,186.91,5,1,2,512,"United Kingdom","Potential Loyalist"
"911",13539,38,118,159.47,4,1,1,411,"United Kingdom","Promising"
"912",13544,87,72,256.08,5,2,2,522,"United Kingdom","Potential Loyalist"
"913",13546,98,45,216.02,5,2,2,522,"United Kingdom","Potential Loyalist"
"914",13548,124,129,349.05,4,3,3,433,"United Kingdom","Potential Loyalist"
"915",13549,52,58,182.22,5,1,2,512,"United Kingdom","Potential Loyalist"
"916",13551,4,352,30.6,2,1,1,211,"United Kingdom","Lost Lowest"
"917",13552,121,99,507.97,5,3,4,534,"United Kingdom","Loyal Customers"
"918",13555,136,106,324.8,5,3,2,532,"United Kingdom","Potential Loyalist"
"919",13557,34,61,50.23,5,1,1,511,"United Kingdom","New Customers"
"920",13558,175,38,386.66,5,4,3,543,"United Kingdom","Loyal Customers"
"921",13560,33,40,98.52,5,1,1,511,"United Kingdom","New Customers"
"922",13561,14,248,49.65,3,1,1,311,"United Kingdom","About To Sleep"
"923",13562,82,114,314.65,5,2,2,522,"United Kingdom","Potential Loyalist"
"924",13563,49,117,417.13,4,1,3,413,"United Kingdom","Potential Loyalist"
"925",13564,85,177,1951.93,4,2,5,425,"United Kingdom","NULL"
"926",13565,38,52,65.31,5,1,1,511,"United Kingdom","New Customers"
"927",13566,176,73,332.8,5,4,2,542,"United Kingdom","NULL"
"928",13568,44,206,132.05,3,1,1,311,"United Kingdom","About To Sleep"
"929",13569,85,50,268.02,5,2,2,522,"United Kingdom","Potential Loyalist"
"930",13570,27,276,56.77,3,1,1,311,"United Kingdom","About To Sleep"
"931",13571,341,45,588.83,5,5,4,554,"United Kingdom","Loyal Customers"
"932",13572,33,238,148.58,3,1,1,311,"United Kingdom","About To Sleep"
"933",13573,26,83,92.23,5,1,1,511,"United Kingdom","New Customers"
"934",13575,46,56,98.8,5,1,1,511,"United Kingdom","New Customers"
"935",13576,130,43,416.85,5,3,3,533,"United Kingdom","Potential Loyalist"
"936",13577,85,58,259.15,5,2,2,522,"United Kingdom","Potential Loyalist"
"937",13579,23,47,97.99,5,1,1,511,"United Kingdom","New Customers"
"938",13581,10,342,44.8,2,1,1,211,"United Kingdom","Lost Lowest"
"939",13583,53,188,106.64,4,1,1,411,"United Kingdom","Promising"
"940",13584,24,339,99.95,2,1,1,211,"United Kingdom","Lost Lowest"
"941",13587,11,64,94.54,5,1,1,511,"United Kingdom","New Customers"
"942",13588,180,48,249.35,5,4,2,542,"United Kingdom","NULL"
"943",13589,21,47,140.73,5,1,1,511,"United Kingdom","New Customers"
"944",13590,89,44,166.39,5,2,1,521,"United Kingdom","Potential Loyalist"
"945",13591,58,97,230.8,5,1,2,512,"United Kingdom","Potential Loyalist"
"946",13592,16,68,100.16,5,1,1,511,"United Kingdom","New Customers"
"947",13593,129,141,561.76,4,3,4,434,"United Kingdom","Loyal Customers"
"948",13594,26,85,41.48,5,1,1,511,"United Kingdom","New Customers"
"949",13596,166,38,378.97,5,3,3,533,"United Kingdom","Potential Loyalist"
"950",13598,41,80,146.99,5,1,1,511,"United Kingdom","New Customers"
"951",13599,264,34,730.88,5,5,5,555,"United Kingdom","Loyal Customers"
"952",13600,19,345,58.22,2,1,1,211,"United Kingdom","Lost Lowest"
"953",13601,99,78,184.38,5,2,2,522,"United Kingdom","Potential Loyalist"
"954",13602,23,97,47.4,5,1,1,511,"United Kingdom","New Customers"
"955",13603,27,59,57.02,5,1,1,511,"United Kingdom","New Customers"
"956",13606,43,62,97.56,5,1,1,511,"United Kingdom","New Customers"
"957",13607,98,73,308.76,5,2,2,522,"United Kingdom","Potential Loyalist"
"958",13610,228,45,667.1,5,4,4,544,"United Kingdom","Loyal Customers"
"959",13611,76,122,179.35,4,2,2,422,"United Kingdom","Potential Loyalist"
"960",13614,201,57,758.75,5,4,5,545,"United Kingdom","Loyal Customers"
"961",13615,24,345,80.86,2,1,1,211,"United Kingdom","Lost Lowest"
"962",13617,44,73,122.75,5,1,1,511,"United Kingdom","New Customers"
"963",13618,13,206,13.46,3,1,1,311,"United Kingdom","About To Sleep"
"964",13621,19,149,21.45,4,1,1,411,"United Kingdom","Promising"
"965",13623,86,63,333.64,5,2,2,522,"United Kingdom","Potential Loyalist"
"966",13626,19,285,40.67,2,1,1,211,"United Kingdom","Lost Lowest"
"967",13627,94,92,287.26,5,2,2,522,"United Kingdom","Potential Loyalist"
"968",13629,59,56,137.13,5,2,1,521,"United Kingdom","Potential Loyalist"
"969",13630,80,38,168.67,5,2,1,521,"United Kingdom","Potential Loyalist"
"970",13631,12,132,74.72,4,1,1,411,"United Kingdom","Promising"
"971",13632,147,57,467.59,5,3,3,533,"United Kingdom","Potential Loyalist"
"972",13634,188,66,626.15,5,4,4,544,"United Kingdom","Loyal Customers"
"973",13635,62,100,149.16,5,2,1,521,"United Kingdom","Potential Loyalist"
"974",13636,64,69,239.73,5,2,2,522,"United Kingdom","Potential Loyalist"
"975",13637,101,85,238.95,5,2,2,522,"United Kingdom","Potential Loyalist"
"976",13638,8,48,23.94,5,1,1,511,"United Kingdom","New Customers"
"977",13639,40,107,57.72,5,1,1,511,"United Kingdom","New Customers"
"978",13642,66,248,214.58,3,2,2,322,"United Kingdom","About To Sleep"
"979",13643,28,64,67.05,5,1,1,511,"United Kingdom","New Customers"
"980",13644,148,41,469.57,5,3,3,533,"United Kingdom","Potential Loyalist"
"981",13645,5,153,16.85,4,1,1,411,"United Kingdom","Promising"
"982",13647,80,42,270.21,5,2,2,522,"United Kingdom","Potential Loyalist"
"983",13649,23,289,73.4,2,1,1,211,"United Kingdom","Lost Lowest"
"984",13650,98,49,316.14,5,2,2,522,"United Kingdom","Potential Loyalist"
"985",13651,6,68,36.35,5,1,1,511,"United Kingdom","New Customers"
"986",13652,63,78,196.77,5,2,2,522,"United Kingdom","Potential Loyalist"
"987",13654,166,76,419.43,5,3,3,533,"United Kingdom","Potential Loyalist"
"988",13655,56,147,186.46,4,1,2,412,"United Kingdom","Potential Loyalist"
"989",13656,49,197,84.23,4,1,1,411,"United Kingdom","Promising"
"990",13657,16,43,47.89,5,1,1,511,"United Kingdom","New Customers"
"991",13658,112,42,500.15,5,2,3,523,"United Kingdom","Potential Loyalist"
"992",13659,108,230,411.23,3,2,3,323,"United Kingdom","Need Attention"
"993",13662,58,118,192.52,4,1,2,412,"United Kingdom","Potential Loyalist"
"994",13663,13,212,58.5,3,1,1,311,"United Kingdom","About To Sleep"
"995",13666,12,93,44.9,5,1,1,511,"United Kingdom","New Customers"
"996",13667,87,182,211.83,4,2,2,422,"United Kingdom","Potential Loyalist"
"997",13668,501,35,1478.95,5,5,5,555,"United Kingdom","Loyal Customers"
"998",13669,9,83,24.76,5,1,1,511,"United Kingdom","New Customers"
"999",13670,25,108,46.92,5,1,1,511,"United Kingdom","New Customers"
"1000",13672,16,334,138.41,2,1,1,211,"United Kingdom","Lost Lowest"
"1001",13673,65,51,214.62,5,2,2,522,"United Kingdom","Potential Loyalist"
"1002",13675,25,184,47.57,4,1,1,411,"United Kingdom","Promising"
"1003",13678,16,184,6.3,4,1,1,411,"United Kingdom","Promising"
"1004",13680,216,34,480.41,5,4,3,543,"United Kingdom","Loyal Customers"
"1005",13681,57,50,165.44,5,1,1,511,"United Kingdom","New Customers"
"1006",13682,3,220,21.25,3,1,1,311,"United Kingdom","About To Sleep"
"1007",13684,31,318,55.34,2,1,1,211,"United Kingdom","Lost Lowest"
"1008",13685,39,35,27.33,5,1,1,511,"United Kingdom","New Customers"
"1009",13686,8,215,9.3,3,1,1,311,"United Kingdom","About To Sleep"
"1010",13689,6,96,10.2,5,1,1,511,"United Kingdom","New Customers"
"1011",13690,9,92,53.75,5,1,1,511,"United Kingdom","New Customers"
"1012",13692,55,57,159.17,5,1,1,511,"United Kingdom","New Customers"
"1013",13693,4,358,22.1,2,1,1,211,"United Kingdom","Lost Lowest"
"1014",13694,585,36,1163.81,5,5,5,555,"United Kingdom","Loyal Customers"
"1015",13695,90,64,238.22,5,2,2,522,"United Kingdom","Potential Loyalist"
"1016",13697,12,71,16.72,5,1,1,511,"United Kingdom","New Customers"
"1017",13699,14,188,88.29,4,1,1,411,"United Kingdom","Promising"
"1018",13700,197,59,312.39,5,4,2,542,"United Kingdom","NULL"
"1019",13703,1,351,9.95,2,1,1,211,"United Kingdom","Lost Lowest"
"1020",13704,135,38,450.31,5,3,3,533,"United Kingdom","Potential Loyalist"
"1021",13705,28,40,213.04,5,1,2,512,"United Kingdom","Potential Loyalist"
"1022",13706,20,335,55.48,2,1,1,211,"United Kingdom","Lost Lowest"
"1023",13707,48,300,214.24,2,1,2,212,"United Kingdom","Lost Lowest"
"1024",13708,51,304,104.93,2,1,1,211,"United Kingdom","Lost Lowest"
"1025",13709,346,36,1244.8,5,5,5,555,"United Kingdom","Loyal Customers"
"1026",13710,8,64,9.33,5,1,1,511,"United Kingdom","New Customers"
"1027",13711,13,251,49.14,3,1,1,311,"United Kingdom","About To Sleep"
"1028",13712,10,279,12.35,3,1,1,311,"United Kingdom","About To Sleep"
"1029",13715,108,314,251.35,2,2,2,222,"United Kingdom","Lost Lowest"
"1030",13716,21,302,29.81,2,1,1,211,"United Kingdom","Lost Lowest"
"1031",13717,103,65,221.18,5,2,2,522,"United Kingdom","Potential Loyalist"
"1032",13718,12,279,66.35,3,1,1,311,"United Kingdom","About To Sleep"
"1033",13719,60,48,195.96,5,2,2,522,"United Kingdom","Potential Loyalist"
"1034",13720,43,149,136.7,4,1,1,411,"United Kingdom","Promising"
"1035",13721,28,69,79.83,5,1,1,511,"United Kingdom","New Customers"
"1036",13722,86,153,251.42,4,2,2,422,"United Kingdom","Potential Loyalist"
"1037",13723,6,250,31.7,3,1,1,311,"United Kingdom","About To Sleep"
"1038",13725,118,82,495.55,5,3,3,533,"United Kingdom","Potential Loyalist"
"1039",13726,42,71,45.2,5,1,1,511,"United Kingdom","New Customers"
"1040",13727,20,61,58.82,5,1,1,511,"United Kingdom","New Customers"
"1041",13728,63,69,343.46,5,2,3,523,"United Kingdom","Potential Loyalist"
"1042",13730,43,168,139.24,4,1,1,411,"United Kingdom","Promising"
"1043",13731,38,252,163,3,1,1,311,"United Kingdom","About To Sleep"
"1044",13732,33,61,52.14,5,1,1,511,"United Kingdom","New Customers"
"1045",13735,208,57,849.09,5,4,5,545,"United Kingdom","Loyal Customers"
"1046",13736,194,38,422.99,5,4,3,543,"United Kingdom","Loyal Customers"
"1047",13737,30,233,115.46,3,1,1,311,"United Kingdom","About To Sleep"
"1048",13739,3,51,16.45,5,1,1,511,"United Kingdom","New Customers"
"1049",13740,23,273,36.71,3,1,1,311,"United Kingdom","About To Sleep"
"1050",13741,35,104,179.77,5,1,2,512,"United Kingdom","Potential Loyalist"
"1051",13742,323,49,1328.64,5,5,5,555,"United Kingdom","Loyal Customers"
"1052",13743,42,35,47.38,5,1,1,511,"United Kingdom","New Customers"
"1053",13744,72,128,122.92,4,2,1,421,"United Kingdom","Potential Loyalist"
"1054",13745,26,184,16.99,4,1,1,411,"United Kingdom","Promising"
"1055",13747,1,406,9.95,1,1,1,111,"United Kingdom","Lost Lowest"
"1056",13748,28,128,111.9,4,1,1,411,"United Kingdom","Promising"
"1057",13750,24,86,120.49,5,1,1,511,"United Kingdom","New Customers"
"1058",13751,9,321,31.77,2,1,1,211,"United Kingdom","Lost Lowest"
"1059",13752,76,157,233.33,4,2,2,422,"United Kingdom","Potential Loyalist"
"1060",13753,35,320,62.8,2,1,1,211,"United Kingdom","Lost Lowest"
"1061",13754,12,184,28.05,4,1,1,411,"United Kingdom","Promising"
"1062",13755,343,36,1051.22,5,5,5,555,"United Kingdom","Loyal Customers"
"1063",13756,143,35,390.52,5,3,3,533,"United Kingdom","Potential Loyalist"
"1064",13758,117,44,384.69,5,3,3,533,"United Kingdom","Potential Loyalist"
"1065",13759,25,66,84.07,5,1,1,511,"United Kingdom","New Customers"
"1066",13760,57,87,113.12,5,1,1,511,"United Kingdom","New Customers"
"1067",13761,70,83,206.46,5,2,2,522,"United Kingdom","Potential Loyalist"
"1068",13762,14,237,17.64,3,1,1,311,"United Kingdom","About To Sleep"
"1069",13763,17,96,55.97,5,1,1,511,"United Kingdom","New Customers"
"1070",13764,208,103,566.59,5,4,4,544,"United Kingdom","Loyal Customers"
"1071",13767,399,35,1495.38,5,5,5,555,"United Kingdom","Loyal Customers"
"1072",13769,143,35,523.44,5,3,4,534,"United Kingdom","Loyal Customers"
"1073",13771,120,97,315.33,5,3,2,532,"United Kingdom","Potential Loyalist"
"1074",13772,177,66,436.11,5,4,3,543,"United Kingdom","Loyal Customers"
"1075",13774,22,114,72.4,5,1,1,511,"United Kingdom","New Customers"
"1076",13777,219,33,520.74,5,4,4,544,"United Kingdom","Loyal Customers"
"1077",13778,9,136,29.7,4,1,1,411,"United Kingdom","Promising"
"1078",13780,57,40,147.24,5,1,1,511,"United Kingdom","New Customers"
"1079",13781,17,283,77.47,2,1,1,211,"United Kingdom","Lost Lowest"
"1080",13782,115,45,403.48,5,2,3,523,"United Kingdom","Potential Loyalist"
"1081",13784,31,42,81.78,5,1,1,511,"United Kingdom","New Customers"
"1082",13786,7,400,13.25,1,1,1,111,"United Kingdom","Lost Lowest"
"1083",13787,31,108,76.81,5,1,1,511,"United Kingdom","New Customers"
"1084",13790,45,37,34.73,5,1,1,511,"United Kingdom","New Customers"
"1085",13791,17,76,21.29,5,1,1,511,"United Kingdom","New Customers"
"1086",13792,13,99,46.1,5,1,1,511,"United Kingdom","New Customers"
"1087",13798,439,34,907.66,5,5,5,555,"United Kingdom","Loyal Customers"
"1088",13799,39,149,83.08,4,1,1,411,"United Kingdom","Promising"
"1089",13800,33,342,84.28,2,1,1,211,"United Kingdom","Lost Lowest"
"1090",13801,23,99,90.95,5,1,1,511,"United Kingdom","New Customers"
"1091",13802,66,171,186.68,4,2,2,422,"United Kingdom","Potential Loyalist"
"1092",13803,17,288,49.69,2,1,1,211,"United Kingdom","Lost Lowest"
"1093",13804,137,63,422.44,5,3,3,533,"United Kingdom","Potential Loyalist"
"1094",13805,13,85,7.71,5,1,1,511,"United Kingdom","New Customers"
"1095",13806,10,96,52.33,5,1,1,511,"United Kingdom","New Customers"
"1096",13807,7,400,36.05,1,1,1,111,"United Kingdom","Lost Lowest"
"1097",13808,76,38,285.24,5,2,2,522,"United Kingdom","Potential Loyalist"
"1098",13809,12,338,85.3,2,1,1,211,"Cyprus","Lost Lowest"
"1099",13810,36,61,1344.23,5,1,5,515,"Germany","NULL"
"1100",13811,14,216,564,3,1,4,314,"Germany","NULL"
"1101",13812,36,75,129.1,5,1,1,511,"Germany","New Customers"
"1102",13813,71,72,308.95,5,2,2,522,"Germany","Potential Loyalist"
"1103",13814,58,89,180.68,5,1,2,512,"Germany","Potential Loyalist"
"1104",13815,177,55,455.92,5,4,3,543,"Germany","Loyal Customers"
"1105",13816,33,56,141.55,5,1,1,511,"Germany","New Customers"
"1106",13817,24,62,77.27,5,1,1,511,"Germany","New Customers"
"1107",13819,36,334,72.13,2,1,1,211,"United Kingdom","Lost Lowest"
"1108",13821,59,177,194.21,4,2,2,422,"United Kingdom","Potential Loyalist"
"1109",13822,96,38,171.89,5,2,2,522,"United Kingdom","Potential Loyalist"
"1110",13823,40,51,156.82,5,1,1,511,"United Kingdom","New Customers"
"1111",13824,46,65,126.63,5,1,1,511,"United Kingdom","New Customers"
"1112",13826,12,191,72.15,4,1,1,411,"United Kingdom","Promising"
"1113",13827,93,90,348.21,5,2,3,523,"United Kingdom","Potential Loyalist"
"1114",13828,15,55,28.57,5,1,1,511,"United Kingdom","New Customers"
"1115",13829,1,392,8.5,1,1,1,111,"United Kingdom","Lost Lowest"
"1116",13831,74,49,292.85,5,2,2,522,"United Kingdom","Potential Loyalist"
"1117",13832,4,50,10.6,5,1,1,511,"United Kingdom","New Customers"
"1118",13833,29,192,142.1,4,1,1,411,"United Kingdom","Promising"
"1119",13835,55,58,176.03,5,1,2,512,"United Kingdom","Potential Loyalist"
"1120",13837,19,244,41.76,3,1,1,311,"United Kingdom","About To Sleep"
